run,model,epoch,lam,task_loss,ponder_loss,test_score,test_task_loss,test_steps,test_t
0,node,0,0.0,0.461807597767223,0.0,0.6666666666666666,0.4289462076822917,4.968333333333334,1.0
0,node,1,0.0,0.4237191460349343,0.0,0.6666666666666666,0.41552286783854164,5.0263333333333335,1.0
0,node,2,0.0,0.41358978098089044,0.0,0.6666666666666666,0.40990848795572915,5.1,1.0
0,node,3,0.0,0.40527746894142846,0.0,0.6666666666666666,0.4029495035807292,5.215,1.0
0,node,4,0.0,0.3978114995089444,0.0,0.6666666666666666,0.3881924641927083,5.3773333333333335,1.0
0,node,5,0.0,0.3783563700589267,0.0,0.6666666666666666,0.36713057454427084,5.5873333333333335,1.0
0,node,6,0.0,0.3557464426214045,0.0,0.666,0.3400923258463542,5.699333333333334,1.0
0,node,7,0.0,0.3269352479414506,0.0,0.7863333333333333,0.3006742350260417,5.7956666666666665,1.0
0,node,8,0.0,0.2869052670218728,0.0,0.8083333333333333,0.25971537272135414,5.848333333333334,1.0
0,node,9,0.0,0.2448329492048784,0.0,0.8316666666666667,0.23136055501302083,5.932,1.0
0,node,10,0.0,0.22609502618963068,0.0,0.8376666666666667,0.21821453857421874,5.983333333333333,1.0
0,node,11,0.0,0.21617817878723145,0.0,0.835,0.2141102091471354,6.026666666666666,1.0
0,node,12,0.0,0.21408974040638318,0.0,0.847,0.20792191569010415,6.059333333333333,1.0
0,node,13,0.0,0.20412830872969193,0.0,0.849,0.20404817708333334,6.088,1.0
0,node,14,0.0,0.20086708935824307,0.0,0.8503333333333334,0.2015733642578125,6.0953333333333335,1.0
0,node,15,0.0,0.19890663840553977,0.0,0.8533333333333334,0.19836163330078124,6.1066666666666665,1.0
0,node,16,0.0,0.19817974350669168,0.0,0.8533333333333334,0.19546480305989583,6.108,1.0
0,node,17,0.0,0.19191488352688876,0.0,0.8563333333333333,0.19205029296875,6.119,1.0
0,node,18,0.0,0.18982106989080255,0.0,0.855,0.18918379720052084,6.116666666666666,1.0
0,node,19,0.0,0.18534049120816318,0.0,0.867,0.18624615478515624,6.105,1.0
0,node,20,0.0,0.18043686043132434,0.0,0.8626666666666667,0.1817667236328125,6.108333333333333,1.0
0,node,21,0.0,0.17201297933405096,0.0,0.871,0.1745478312174479,6.1066666666666665,1.0
0,node,22,0.0,0.16947260769930753,0.0,0.8746666666666667,0.16834944661458334,6.086,1.0
0,node,23,0.0,0.15793760256333786,0.0,0.8826666666666667,0.159923095703125,6.088333333333333,1.0
0,node,24,0.0,0.14806947924874045,0.0,0.8943333333333333,0.15168503824869792,6.089333333333333,1.0
0,node,25,0.0,0.13758731972087512,0.0,0.9006666666666666,0.14025941975911457,6.069,1.0
0,node,26,0.0,0.12903829054398971,0.0,0.91,0.1278459981282552,6.077,1.0
0,node,27,0.0,0.11498119614341042,0.0,0.9223333333333333,0.11277619425455729,6.087,1.0
0,node,28,0.0,0.09985812143845992,0.0,0.936,0.098458984375,6.081,1.0
0,node,29,0.0,0.08494058522311124,0.0,0.9436666666666667,0.08295503743489584,6.079,1.0
0,node,30,0.0,0.07001899047331377,0.0,0.9603333333333334,0.06745339965820313,6.101333333333334,1.0
0,node,31,0.0,0.0548111308704723,0.0,0.973,0.05226762390136719,6.116666666666666,1.0
0,node,32,0.0,0.0439393628727306,0.0,0.9783333333333334,0.042215703328450524,6.151,1.0
0,node,33,0.0,0.03450887582518838,0.0,0.985,0.03367462666829427,6.19,1.0
0,node,34,0.0,0.027700846845453434,0.0,0.9886666666666667,0.02775506083170573,6.216333333333333,1.0
0,node,35,0.0,0.022036537528038025,0.0,0.99,0.02296356201171875,6.265,1.0
0,node,36,0.0,0.019224116748029537,0.0,0.9926666666666667,0.019575829823811848,6.272333333333333,1.0
0,node,37,0.0,0.01681064882061698,0.0,0.9936666666666667,0.01682956822713216,6.280666666666667,1.0
0,node,38,0.0,0.014500126242637634,0.0,0.9943333333333333,0.015656603495279947,6.294666666666667,1.0
0,node,39,0.0,0.013535637747157703,0.0,0.9946666666666667,0.01344039789835612,6.320666666666667,1.0
0,node,40,0.0,0.01192545619877902,0.0,0.9953333333333333,0.012379764556884765,6.326666666666667,1.0
0,node,41,0.0,0.009770167822187597,0.0,0.9966666666666667,0.011743055979410806,6.358666666666666,1.0
0,node,42,0.0,0.010632799430326982,0.0,0.9966666666666667,0.00975317128499349,6.377666666666666,1.0
0,node,43,0.0,0.008800006048245863,0.0,0.9966666666666667,0.010528134663899739,6.377,1.0
0,node,44,0.0,0.008937708356163719,0.0,0.9956666666666667,0.010769673665364583,6.345,1.0
0,node,45,0.0,0.011447169563987038,0.0,0.9973333333333333,0.01045867919921875,6.426,1.0
0,node,46,0.0,0.008519300005652687,0.0,0.9966666666666667,0.009260233561197916,6.419,1.0
0,node,47,0.0,0.009087263183160261,0.0,0.9973333333333333,0.008801317850748698,6.461666666666667,1.0
0,node,48,0.0,0.007902780717069452,0.0,0.9976666666666667,0.007576608657836914,6.469333333333333,1.0
0,node,49,0.0,0.008045400408181276,0.0,0.9986666666666667,0.005655485153198242,6.461666666666667,1.0
0,node,50,0.0,0.005473269657655196,0.0,0.998,0.006585756301879883,6.475666666666666,1.0
0,node,51,0.0,0.005572298710996454,0.0,0.9976666666666667,0.0060480270385742186,6.4703333333333335,1.0
0,node,52,0.0,0.0061862489039247685,0.0,0.9976666666666667,0.0072799498240152995,6.534,1.0
0,node,53,0.0,0.007035052234476263,0.0,0.9963333333333333,0.00826285171508789,6.585333333333334,1.0
0,node,54,0.0,0.0068999285047704525,0.0,0.9983333333333333,0.004616020520528157,6.599,1.0
0,node,55,0.0,0.006056858057325537,0.0,0.999,0.0045709037780761715,6.640666666666666,1.0
0,node,56,0.0,0.005040324547074058,0.0,0.999,0.0036516100565592447,6.660333333333333,1.0
0,node,57,0.0,0.004721032963557677,0.0,0.998,0.006892950693766276,6.608333333333333,1.0
0,node,58,0.0,0.006184884093024514,0.0,0.997,0.007282869338989258,6.57,1.0
0,node,59,0.0,0.006181042980064045,0.0,0.9993333333333333,0.004606530507405599,6.604666666666667,1.0
0,node,60,0.0,0.004777490076693622,0.0,0.9996666666666667,0.0026790943145751952,6.610666666666667,1.0
0,node,61,0.0,0.005792930722236633,0.0,0.9993333333333333,0.004138477961222331,6.682,1.0
0,node,62,0.0,0.005789307030764493,0.0,0.9973333333333333,0.005082316080729166,6.732,1.0
0,node,63,0.0,0.006038504568013278,0.0,0.999,0.003331465721130371,6.728666666666666,1.0
0,node,64,0.0,0.006119228899478912,0.0,0.998,0.006197884877522786,6.790333333333334,1.0
0,node,65,0.0,0.006934190338308161,0.0,0.999,0.0043850924173990885,6.8213333333333335,1.0
0,node,66,0.0,0.006062641062519767,0.0,0.9983333333333333,0.0056739908854166665,6.817666666666667,1.0
0,node,67,0.0,0.006754306907003576,0.0,0.997,0.007037859598795573,6.881,1.0
0,node,68,0.0,0.006380360912192951,0.0,0.997,0.006362801233927409,6.891333333333334,1.0
0,node,69,0.0,0.006790908900174228,0.0,0.9966666666666667,0.006503868738810222,6.923333333333333,1.0
0,node,70,0.0,0.004322917285290631,0.0,0.997,0.006138958613077799,6.960666666666667,1.0
0,node,71,0.0,0.004620249298485843,0.0,0.997,0.005454536437988281,6.972666666666667,1.0
0,node,72,0.0,0.003577594052661549,0.0,0.9973333333333333,0.004765753746032715,6.966,1.0
0,node,73,0.0,0.004580970176241614,0.0,0.9986666666666667,0.004721021970113119,6.949666666666666,1.0
0,node,74,0.0,0.00330279293385419,0.0,0.999,0.003245196024576823,6.963333333333333,1.0
0,node,75,0.0,0.0021014684303240342,0.0,0.999,0.0029821256001790366,6.941666666666666,1.0
0,node,76,0.0,0.002296582203019749,0.0,0.999,0.0028640257517496743,6.979333333333333,1.0
0,node,77,0.0,0.003255155953493985,0.0,0.998,0.0045471461613972985,7.020666666666667,1.0
0,node,78,0.0,0.006407239220359109,0.0,0.9953333333333333,0.009813432057698569,7.102666666666667,1.0
0,node,79,0.0,0.009578768502582203,0.0,0.9966666666666667,0.00699005381266276,7.138333333333334,1.0
0,node,80,0.0,0.00968219136649912,0.0,0.9943333333333333,0.0118805783589681,7.245666666666667,1.0
0,node,81,0.0,0.036423580213026566,0.0,0.984,0.049567052205403646,7.294333333333333,1.0
0,node,82,0.0,0.04254653778943149,0.0,0.983,0.03849014027913412,7.581666666666667,1.0
0,node,83,0.0,0.023763304406946354,0.0,0.993,0.021046311696370442,7.522,1.0
0,node,84,0.0,0.020748639648610897,0.0,0.9656666666666667,0.05031268819173177,7.515333333333333,1.0
0,node,85,0.0,0.04822868650609797,0.0,0.9753333333333334,0.03988049062093099,7.312,1.0
0,node,86,0.0,0.010269403457641602,0.0,0.999,0.007961599985758464,7.376333333333333,1.0
0,node,87,0.0,0.006227575919844888,0.0,0.999,0.004286664962768555,7.340333333333334,1.0
0,node,88,0.0,0.005127156322652643,0.0,0.9993333333333333,0.0043499091466267905,7.3566666666666665,1.0
0,node,89,0.0,0.004708826880563389,0.0,0.998,0.003525972048441569,7.370333333333333,1.0
0,node,90,0.0,0.007054858587004922,0.0,0.997,0.009672835032145182,7.487666666666667,1.0
0,node,91,0.0,0.027336960489099674,0.0,0.9606666666666667,0.07352223205566406,7.791,1.0
0,node,92,0.0,0.07965839992869984,0.0,0.9763333333333334,0.07560368855794271,7.849666666666667,1.0
0,node,93,0.0,0.06148861213163896,0.0,0.9633333333333334,0.06226409403483073,8.129666666666667,1.0
0,node,94,0.0,0.053517368706789886,0.0,0.9926666666666667,0.032515576680501306,7.964333333333333,1.0
0,node,95,0.0,0.02515696124597029,0.0,0.9873333333333333,0.03015931447347005,8.035333333333334,1.0
0,node,96,0.0,0.04264262047680942,0.0,0.9826666666666667,0.04289704895019531,8.072,1.0
0,node,97,0.0,0.037252661856738006,0.0,0.991,0.029199798583984374,8.071,1.0
0,node,98,0.0,0.037013181231238625,0.0,0.9856666666666667,0.037705159505208335,8.264333333333333,1.0
0,node,99,0.0,0.03013887730511752,0.0,0.9923333333333333,0.024984512329101562,8.284333333333333,1.0
1,node,0,0.0,0.5639007741754706,0.0,0.404,0.5084189860026042,4.910666666666667,1.0
1,node,1,0.0,0.47124515880237927,0.0,0.6666666666666666,0.4450597330729167,5.015,1.0
1,node,2,0.0,0.43006099354137073,0.0,0.6666666666666666,0.42570511881510414,5.187333333333333,1.0
1,node,3,0.0,0.4182230776006525,0.0,0.6666666666666666,0.418083984375,5.326333333333333,1.0
1,node,4,0.0,0.414680307561701,0.0,0.6666666666666666,0.4125753173828125,5.418,1.0
1,node,5,0.0,0.4100452336398038,0.0,0.6666666666666666,0.40485664876302085,5.521,1.0
1,node,6,0.0,0.40004721554842865,0.0,0.6666666666666666,0.39103837076822917,5.632,1.0
1,node,7,0.0,0.3811990131031383,0.0,0.6666666666666666,0.37075553385416665,5.693333333333333,1.0
1,node,8,0.0,0.3565637631849809,0.0,0.6666666666666666,0.34703190104166665,5.758,1.0
1,node,9,0.0,0.33130132068287244,0.0,0.6373333333333333,0.32390903727213544,5.786666666666667,1.0
1,node,10,0.0,0.30841599811207165,0.0,0.7543333333333333,0.2958820393880208,5.814,1.0
1,node,11,0.0,0.2758001414212314,0.0,0.792,0.268828857421875,5.831333333333333,1.0
1,node,12,0.0,0.25031698833812366,0.0,0.812,0.2502340291341146,5.857333333333333,1.0
1,node,13,0.0,0.239741173657504,0.0,0.8186666666666667,0.24353828938802083,5.882333333333333,1.0
1,node,14,0.0,0.23247536745938388,0.0,0.8206666666666667,0.2416794230143229,5.897666666666667,1.0
1,node,15,0.0,0.22843384742736816,0.0,0.823,0.23709293619791666,5.911333333333333,1.0
1,node,16,0.0,0.22607783837751907,0.0,0.827,0.23748870849609374,5.917,1.0
1,node,17,0.0,0.2223872488195246,0.0,0.8266666666666667,0.23478120930989582,5.916333333333333,1.0
1,node,18,0.0,0.21265027739784934,0.0,0.8313333333333334,0.231284912109375,5.9206666666666665,1.0
1,node,19,0.0,0.20684558695012872,0.0,0.8366666666666667,0.22276401774088542,5.870333333333333,1.0
1,node,20,0.0,0.197786114432595,0.0,0.846,0.2164794921875,5.8773333333333335,1.0
1,node,21,0.0,0.1847458535974676,0.0,0.8883333333333333,0.19030460611979166,5.884333333333333,1.0
1,node,22,0.0,0.16154115850275214,0.0,0.926,0.16391192626953124,5.890666666666666,1.0
1,node,23,0.0,0.13981945948167282,0.0,0.9376666666666666,0.13909519449869792,5.9046666666666665,1.0
1,node,24,0.0,0.12398856336420233,0.0,0.951,0.1176143798828125,5.944,1.0
1,node,25,0.0,0.10591997883536598,0.0,0.9546666666666667,0.10423545328776042,6.020333333333333,1.0
1,node,26,0.0,0.09246153181249445,0.0,0.9593333333333334,0.09122258504231771,6.045333333333334,1.0
1,node,27,0.0,0.0802730538628318,0.0,0.968,0.07981827799479167,6.053333333333334,1.0
1,node,28,0.0,0.06792174144224687,0.0,0.9716666666666667,0.07072134908040364,6.065333333333333,1.0
1,node,29,0.0,0.06180772456255826,0.0,0.974,0.06562376912434896,6.059,1.0
1,node,30,0.0,0.05414352091875943,0.0,0.9763333333333334,0.060482594807942706,6.037333333333334,1.0
1,node,31,0.0,0.04696110703728416,0.0,0.9773333333333334,0.05473683675130208,6.050666666666666,1.0
1,node,32,0.0,0.04099216244437478,0.0,0.9796666666666667,0.04994614664713542,6.051666666666667,1.0
1,node,33,0.0,0.03636667403307828,0.0,0.983,0.044186162312825523,6.073,1.0
1,node,34,0.0,0.034177758476950905,0.0,0.985,0.04356959533691406,6.101666666666667,1.0
1,node,35,0.0,0.03374216231432828,0.0,0.988,0.0394512939453125,6.062666666666667,1.0
1,node,36,0.0,0.03241620551456104,0.0,0.9863333333333333,0.04066447957356771,6.198666666666667,1.0
1,node,37,0.0,0.029671189459887417,0.0,0.988,0.03623489634195964,6.124333333333333,1.0
1,node,38,0.0,0.029072696512395687,0.0,0.9883333333333333,0.03504532368977865,6.1626666666666665,1.0
1,node,39,0.0,0.02767694809220054,0.0,0.9913333333333333,0.03080370330810547,6.142333333333333,1.0
1,node,40,0.0,0.02730185335332697,0.0,0.991,0.031041712443033855,6.158333333333333,1.0
1,node,41,0.0,0.02356017990545793,0.0,0.9926666666666667,0.02857103474934896,6.127666666666666,1.0
1,node,42,0.0,0.025218616832386364,0.0,0.9936666666666667,0.028068745930989583,6.159,1.0
1,node,43,0.0,0.02261015772819519,0.0,0.994,0.025616419474283853,6.128,1.0
1,node,44,0.0,0.020175045186823063,0.0,0.9936666666666667,0.0239407221476237,6.1723333333333334,1.0
1,node,45,0.0,0.01958414912223816,0.0,0.9943333333333333,0.024334742228190105,6.109333333333334,1.0
1,node,46,0.0,0.019084537571126766,0.0,0.9926666666666667,0.02384498596191406,6.169,1.0
1,node,47,0.0,0.019152732058004898,0.0,0.9956666666666667,0.022264602661132813,6.179666666666667,1.0
1,node,48,0.0,0.017065485770052128,0.0,0.9953333333333333,0.020887790679931642,6.175,1.0
1,node,49,0.0,0.017179640856656162,0.0,0.9956666666666667,0.020591901143391926,6.162333333333334,1.0
1,node,50,0.0,0.016033081845803696,0.0,0.9956666666666667,0.020942618052164713,6.211333333333333,1.0
1,node,51,0.0,0.017153600400144405,0.0,0.9963333333333333,0.019873207092285156,6.116,1.0
1,node,52,0.0,0.020374913107265125,0.0,0.9976666666666667,0.0194223264058431,6.118333333333333,1.0
1,node,53,0.0,0.02063409306786277,0.0,0.9973333333333333,0.017904490152994793,6.122,1.0
1,node,54,0.0,0.018051189455119045,0.0,0.9973333333333333,0.01815466817220052,6.178333333333334,1.0
1,node,55,0.0,0.019044571302153847,0.0,0.997,0.018752450307210285,6.237666666666667,1.0
1,node,56,0.0,0.015284032984213396,0.0,0.9973333333333333,0.01752206548055013,6.152666666666667,1.0
1,node,57,0.0,0.013880560343915766,0.0,0.9976666666666667,0.016321744283040365,6.265,1.0
1,node,58,0.0,0.012579756704243746,0.0,0.9976666666666667,0.01473959732055664,6.178333333333334,1.0
1,node,59,0.0,0.012013172561472113,0.0,0.998,0.013467463175455729,6.214333333333333,1.0
1,node,60,0.0,0.012112675742669539,0.0,0.9973333333333333,0.013972178141276041,6.217,1.0
1,node,61,0.0,0.011896459893746809,0.0,0.9976666666666667,0.013319112141927084,6.188666666666666,1.0
1,node,62,0.0,0.011392231691967358,0.0,0.9973333333333333,0.013703108469645182,6.223,1.0
1,node,63,0.0,0.012299996885386381,0.0,0.999,0.013226325988769532,6.178333333333334,1.0
1,node,64,0.0,0.013138100504875183,0.0,0.999,0.011745745340983074,6.191,1.0
1,node,65,0.0,0.012842007658698341,0.0,0.998,0.014673311869303386,6.1786666666666665,1.0
1,node,66,0.0,0.015833404931155117,0.0,0.999,0.013849143981933593,6.170333333333334,1.0
1,node,67,0.0,0.013677374883131548,0.0,0.9963333333333333,0.01743340555826823,6.181333333333333,1.0
1,node,68,0.0,0.012614355845884844,0.0,0.9986666666666667,0.01273779296875,6.178,1.0
1,node,69,0.0,0.011660895564339378,0.0,0.9996666666666667,0.011150075276692708,6.173333333333333,1.0
1,node,70,0.0,0.011466910893266851,0.0,0.9996666666666667,0.010696932474772136,6.305666666666666,1.0
1,node,71,0.0,0.010250543328848753,0.0,0.9996666666666667,0.009689576466878255,6.2203333333333335,1.0
1,node,72,0.0,0.009514431384476748,0.0,0.998,0.009621601104736328,6.221666666666667,1.0
1,node,73,0.0,0.0093932720747861,0.0,0.999,0.009915250142415365,6.3213333333333335,1.0
1,node,74,0.0,0.008977869017557665,0.0,0.9996666666666667,0.008345954895019532,6.226,1.0
1,node,75,0.0,0.008687135848132048,0.0,0.9996666666666667,0.008628997802734375,6.235,1.0
1,node,76,0.0,0.008446688679131594,0.0,0.9993333333333333,0.00817523447672526,6.272666666666667,1.0
1,node,77,0.0,0.00862447985193946,0.0,0.9993333333333333,0.008834196090698241,6.205666666666667,1.0
1,node,78,0.0,0.010279391299594532,0.0,0.9983333333333333,0.01019358762105306,6.241,1.0
1,node,79,0.0,0.011621998115019365,0.0,0.9966666666666667,0.013893137613932292,6.292666666666666,1.0
1,node,80,0.0,0.01594080166383223,0.0,0.9966666666666667,0.013486728668212891,6.378,1.0
1,node,81,0.0,0.013773315332152626,0.0,0.996,0.013669874827067057,6.381,1.0
1,node,82,0.0,0.016772958365353672,0.0,0.9953333333333333,0.018055885314941407,6.558,1.0
1,node,83,0.0,0.015975212508981877,0.0,0.9966666666666667,0.014356573740641277,6.64,1.0
1,node,84,0.0,0.01598319411277771,0.0,0.9963333333333333,0.015736747741699218,6.738666666666667,1.0
1,node,85,0.0,0.020058379931883377,0.0,0.99,0.025569315592447916,6.866666666666666,1.0
1,node,86,0.0,0.029174476861953735,0.0,0.9853333333333333,0.030473182678222657,7.019666666666667,1.0
1,node,87,0.0,0.029454320669174194,0.0,0.9886666666666667,0.028041035970052083,7.1433333333333335,1.0
1,node,88,0.0,0.02356709675355391,0.0,0.994,0.023411768595377604,7.215333333333334,1.0
1,node,89,0.0,0.017802428115497936,0.0,0.9976666666666667,0.01629841105143229,7.040333333333334,1.0
1,node,90,0.0,0.015904855999079617,0.0,0.9986666666666667,0.013049146016438803,7.018,1.0
1,node,91,0.0,0.012360594489357689,0.0,0.999,0.01060800043741862,7.0473333333333334,1.0
1,node,92,0.0,0.011023138057101856,0.0,0.9973333333333333,0.010844342549641927,7.150333333333333,1.0
1,node,93,0.0,0.014359735629775307,0.0,0.9933333333333333,0.016782513936360675,7.283,1.0
1,node,94,0.0,0.013612010262229225,0.0,0.995,0.016805572509765623,7.439666666666667,1.0
1,node,95,0.0,0.021532983942465347,0.0,0.989,0.022829457600911457,7.5216666666666665,1.0
1,node,96,0.0,0.029137828133322975,0.0,0.9906666666666667,0.021973559061686198,7.672666666666666,1.0
1,node,97,0.0,0.02258549766107039,0.0,0.9956666666666667,0.018781434377034504,7.760666666666666,1.0
1,node,98,0.0,0.01935971596024253,0.0,0.998,0.013577459971110026,7.684,1.0
1,node,99,0.0,0.018433971838517624,0.0,0.993,0.018377066294352214,7.735666666666667,1.0
2,node,0,0.0,0.6602185422723944,0.0,0.497,0.5766709391276041,4.915,1.0
2,node,1,0.0,0.5287920778447931,0.0,0.4603333333333333,0.49241145833333333,4.9783333333333335,1.0
2,node,2,0.0,0.47063506733287463,0.0,0.6666666666666666,0.45127083333333334,5.031333333333333,1.0
2,node,3,0.0,0.4400752674449574,0.0,0.6666666666666666,0.43551753743489585,5.162333333333334,1.0
2,node,4,0.0,0.43088977987116034,0.0,0.6666666666666666,0.42857332356770833,5.283666666666667,1.0
2,node,5,0.0,0.4241817214272239,0.0,0.6666666666666666,0.424946533203125,5.374666666666666,1.0
2,node,6,0.0,0.42374420166015625,0.0,0.6666666666666666,0.422616455078125,5.435333333333333,1.0
